date,county,fips,place,confirmed_cases,note,x,y,population,UPDATED_ON
1/24/2021 0:00:00,Pasadena,,91105: Pasadena,611,,-118.167933,34.139851,11907,1/25/2021 10:01:46
1/10/2021 0:00:00,Pasadena,,91106: Pasadena,1134,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/9/2021 0:00:00,Pasadena,,91106: Pasadena,1134,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/8/2021 0:00:00,Pasadena,,91106: Pasadena,1120,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/7/2021 0:00:00,Pasadena,,91106: Pasadena,1090,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/6/2021 0:00:00,Pasadena,,91106: Pasadena,1060,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/5/2021 0:00:00,Pasadena,,91106: Pasadena,1037,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/4/2021 0:00:00,Pasadena,,91106: Pasadena,1003,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/3/2021 0:00:00,Pasadena,,91106: Pasadena,968,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/2/2021 0:00:00,Pasadena,,91106: Pasadena,962,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/31/2020 0:00:00,Pasadena,,91106: Pasadena,954,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/30/2020 0:00:00,Pasadena,,91106: Pasadena,924,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/29/2020 0:00:00,Pasadena,,91106: Pasadena,909,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/28/2020 0:00:00,Pasadena,,91106: Pasadena,897,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/27/2020 0:00:00,Pasadena,,91106: Pasadena,883,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/26/2020 0:00:00,Pasadena,,91106: Pasadena,856,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/24/2020 0:00:00,Pasadena,,91106: Pasadena,805,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/23/2020 0:00:00,Pasadena,,91106: Pasadena,805,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/22/2020 0:00:00,Pasadena,,91106: Pasadena,793,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/21/2020 0:00:00,Pasadena,,91106: Pasadena,777,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/20/2020 0:00:00,Pasadena,,91106: Pasadena,761,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/19/2020 0:00:00,Pasadena,,91106: Pasadena,745,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/18/2020 0:00:00,Pasadena,,91106: Pasadena,726,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/17/2020 0:00:00,Pasadena,,91106: Pasadena,699,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/16/2020 0:00:00,Pasadena,,91106: Pasadena,657,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/15/2020 0:00:00,Pasadena,,91106: Pasadena,641,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/14/2020 0:00:00,Pasadena,,91106: Pasadena,630,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/13/2020 0:00:00,Pasadena,,91106: Pasadena,629,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/12/2020 0:00:00,Pasadena,,91106: Pasadena,615,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/11/2020 0:00:00,Pasadena,,91106: Pasadena,600,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/10/2020 0:00:00,Pasadena,,91106: Pasadena,590,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/9/2020 0:00:00,Pasadena,,91106: Pasadena,571,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/7/2020 0:00:00,Pasadena,,91106: Pasadena,526,,-118.127601,34.139064,25479,1/10/2021 18:19:43
12/6/2020 0:00:00,Pasadena,,91106: Pasadena,526,,-118.127601,34.139064,25479,1/10/2021 18:19:43
1/11/2021 0:00:00,Pasadena,,91106: Pasadena,1167,,-118.127601,34.139064,25479,1/12/2021 10:01:19
1/12/2021 0:00:00,Pasadena,,91106: Pasadena,1184,,-118.127601,34.139064,25479,1/13/2021 10:01:29
1/13/2021 0:00:00,Pasadena,,91106: Pasadena,1198,,-118.127601,34.139064,25479,1/14/2021 10:01:24
1/14/2021 0:00:00,Pasadena,,91106: Pasadena,1227,,-118.127601,34.139064,25479,1/15/2021 10:01:12
1/15/2021 0:00:00,Pasadena,,91106: Pasadena,1233,,-118.127601,34.139064,25479,1/16/2021 10:01:24
1/16/2021 0:00:00,Pasadena,,91106: Pasadena,1252,,-118.127601,34.139064,25479,1/17/2021 10:01:21
1/17/2021 0:00:00,Pasadena,,91106: Pasadena,1280,,-118.127601,34.139064,25479,1/18/2021 10:01:21
1/18/2021 0:00:00,Pasadena,,91106: Pasadena,1291,,-118.127601,34.139064,25479,1/19/2021 10:01:20
1/19/2021 0:00:00,Pasadena,,91106: Pasadena,1308,,-118.127601,34.139064,25479,1/20/2021 10:01:34
1/20/2021 0:00:00,Pasadena,,91106: Pasadena,1316,,-118.127601,34.139064,25479,1/21/2021 10:01:34
1/22/2021 0:00:00,Pasadena,,91106: Pasadena,1334,,-118.127601,34.139064,25479,1/23/2021 10:01:07
1/23/2021 0:00:00,Pasadena,,91106: Pasadena,1347,,-118.127601,34.139064,25479,1/24/2021 10:01:23
1/24/2021 0:00:00,Pasadena,,91106: Pasadena,1354,,-118.127601,34.139064,25479,1/25/2021 10:01:46
1/10/2021 0:00:00,Pasadena,,91107: Pasadena,914,,-118.087236,34.158855,321,1/10/2021 18:19:43
